,,,"LOC",,,,,,,,,"I","S","D","ACCIDENT",,"COMMON","P","ENVIR",,,"R","R","T","NO","P","D","V","S","PERSN",,"O L","O L","O L","O L","OA","M","S D","Total Accidents","PDO","Injury","Fatal",,,,,,,,,,,
10,5,"SJ","R013.930","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",2/12/1999,1020,926612476," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,1,"V2 int. lanes "," side of bridge  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.930","D","F","J","Z",5,5,"UI","H"," n/a ","S","fri",2/12/1999,1020,926612476," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"semi w/1 trailer","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.037","D","F","J","N",3,3,"UI","R",2,"N","sat",2/13/1999,1425,926513380," speeding ","cloudy","day ","dry","normal","cont. works","hit obj.",1,"semi w/1 trailer","W","on SR","unk",1,0," guardrail  beyond shoulder drivers left "," rollover  beyond shoulder drivers left "," over embankment  beyond shoulder drivers left "," n/a  n/a "," on/off ramp  unk "," straight ","no drinking  unk ",1,,,1,,,,,,,,,,,
10,5,"SJ","R017.450","D","F","K","Z",3,3,"UI","H"," n/a ","S","sat",2/13/1999,1705,926513205," imp turn ","cloudy","day ","wet","normal","none","hit obj.",1,"car","S","on SR","unk",0,2," dike or curb  beyond shoulder driver's right "," rollover  beyond shoulder driver's right "," over embankment  beyond shoulder driver's right "," n/a  n/a "," none  unk "," other ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.000","D","F","J","N",3,3,"UI","H"," n/a ","N","tue",2/23/1999,1845,926513749," other than driver ","clear","dark","dry","obs. on rd","none","hit obj.",1,"car","N","on SR","unk",0,0," other obj. on rd.  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," legal drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.000","D","F","J","N",3,3,"UI","H"," n/a ","N","tue",2/23/1999,1846,926513749," other than driver ","clear","dark","dry","obs. on rd","none","hit obj.",1,"car","N","on SR","unk",0,0," other obj. on rd.  int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R015.000","D","F","J","N",3,3,"UI","H"," n/a ","N","tue",2/23/1999,1847,926513749," other than driver ","clear","dark","dry","obs. on rd","none","hit obj.",1,"car","N","on SR","unk",0,0," other obj. on rd.  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R021.140","D","F","J","Z",3,3,"UO","H"," n/a ","N","thu",2/25/1999,1040,926512737," imp turn ","rain","day ","wet","normal","unk","sideswipe",3,"car","S","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speed  unk "," other ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R021.140","D","F","J","Z",3,3,"UO","H"," n/a ","N","thu",2/25/1999,1040,926512737," imp turn ","rain","day ","wet","normal","unk","sideswipe",3,"car","N","on SR","unk",0,0,"V3 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.140","D","F","J","Z",3,3,"UO","H"," n/a ","N","thu",2/25/1999,1040,926512737," imp turn ","rain","day ","wet","normal","unk","sideswipe",3,"car","N","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R020.110","D","F","J","Z",3,3,"UO","H"," n/a ","S","sun",2/28/1999,1055,926510999," other viol. ","cloudy","day ","dry","normal","none","other",2,"pickup","S","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R020.110","D","F","J","Z",3,3,"UO","H"," n/a ","S","sun",2/28/1999,1055,926510999," other viol. ","cloudy","day ","dry","normal","none","other",2,"car","S","on SR","unk",0,0,"V3 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R020.110","D","F","J","Z",3,3,"UO","H"," n/a ","S","sun",2/28/1999,1055,926510999," other viol. ","cloudy","day ","dry","normal","none","other",2,"spilled load","unk","on SR","unk",0,0,"V2 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," other ","unk",,,,,,,,,,,,,,,
10,5,"SJ","R013.130","D","F","J","Z",5,4,"UI","H"," n/a ","S","thu",3/4/1999,615,926613217," imp turn ","clear","dusk/dawn","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,2,"V2 int. lanes "," dike or curb  beyond shoulder driver's right "," over embankment  beyond shoulder driver's right "," rollover  beyond shoulder driver's right "," none  unk "," lane change ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.130","D","F","J","Z",5,4,"UI","H"," n/a ","S","thu",3/4/1999,615,926613217," imp turn ","clear","dusk/dawn","dry","normal","none","sideswipe",2,"car","S","on SR","unk",0,0,"V1 right lane "," dike or curb  beyond shoulder driver's right "," over embankment  beyond shoulder driver's right "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R015.400","D","F","J","N",3,3,"UI","H"," n/a ","S","thu",3/4/1999,2215,926514281," other than driver ","clear","dark w/lights","dry","normal","none","hit obj.",1,"semi w/1 trailer","S","on SR","unk",0,0," unk. obj. involved  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.830","D","F","J","G",3,3,"UI","H"," n/a ","S","tue",3/9/1999,237,926514301," speeding ","rain","dark","wet","normal","none","other",1,"semi w/1 trailer","S","on SR","unk",1,0," no obj. involved  right lane "," side of bridge  beyond shoulder driver's right "," traffic sign/signpost  beyond shoulder driver's right "," n/a  n/a "," wind  unk "," straight ","no drinking  unk ",1,,,1,,,,,,,,,,,
10,5,"SJ","R019.190","D","F","K","Z",3,3,"UI","H"," n/a ","S","sat",3/13/1999,2335,926514290," dui ","clear","dark","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,0," over embankment  beyond shoulder driver's right "," fence  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," other ","dui unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R022.030","D","F","J","Z",3,3,"UO","H"," n/a ","N","sun",3/14/1999,1600,926513205," imp turn ","cloudy","day ","dry","normal","none","hit obj.",1,"car","N","on SR","unk",0,1," dike or curb  beyond shoulder driver's right "," traffic sign/signpost  beyond shoulder driver's right "," ditch  beyond shoulder driver's right "," n/a  n/a "," uninvolved veh.  unk "," other ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R016.750","D","F","K","Z",3,3,"UI","H"," n/a ","N","thu",3/18/1999,340,926513983," dui ","clear","dark w/lights","dry","normal","none","hit obj.",1,"car","N","on SR","unk",0,0," guardrail  beyond median "," n/a  n/a "," n/a  n/a "," n/a  n/a "," oth. viol.  unk "," ran off road ","dui unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.190","D","F","J","Z",5,4,"UI","H"," n/a ","S","mon",3/22/1999,610,926613217," speeding ","fog","day ","dry","normal","none","rearend",2,"pickup","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.190","D","F","J","Z",5,4,"UI","H"," n/a ","S","mon",3/22/1999,610,926613217," speeding ","fog","day ","dry","normal","none","rearend",2,"car","S","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.540","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",3/22/1999,630,926613578," tailgating ","fog","dusk/dawn","dry","normal","none","sideswipe",2,"pickup","S","on SR","unk",0,0,"V2 right shoulder area "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speed  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.540","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",3/22/1999,630,926613578," tailgating ","fog","dusk/dawn","dry","normal","none","sideswipe",2,"pickup","S","on SR","unk",0,0,"V1 right shoulder area "," guardrail  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R021.304","D","F","J","Z",3,3,"UO","R",1,"N","tue",3/23/1999,650,926508175," speeding ","clear","day ","dry","normal","cont. works","rearend",2,"car","N","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R021.304","D","F","J","Z",3,3,"UO","R",1,"N","tue",3/23/1999,650,926508175," speeding ","clear","day ","dry","normal","cont. works","rearend",2,"pickup","N","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," stopped ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.500","D","F","Q","G",3,4,"UI","H"," n/a ","N","wed",3/24/1999,2315,926514292," speeding ","cloudy","dark w/lights","wet","normal","none","hit obj.",1,"pickup","N","on SR","unk",0,0," guardrail  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.680","D","F","J","N",3,3,"UI","H"," n/a ","S","thu",3/25/1999,815,926509277," other viol. ","clear","day ","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,1," over embankment  beyond shoulder driver's right "," rollover  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," speed  unk "," ran off road ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.610","D","F","J","Z",5,5,"UI","H"," n/a ","N","thu",3/25/1999,1545,926608693," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"semi w/1 trailer","N","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.610","D","F","J","Z",5,5,"UI","H"," n/a ","N","thu",3/25/1999,1545,926608693," other viol. ","clear","day ","dry","normal","none","sideswipe",2,"car","N","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.320","D","F","J","Z",5,4,"UI","H"," n/a ","N","sat",3/27/1999,1800,926612590," dui ","clear","day ","dry","normal","none","sideswipe",2,"car","N","on SR","unk",0,0,"V2 int. lanes "," over embankment  beyond shoulder driver's right "," fence  beyond shoulder driver's right "," n/a  n/a "," oth. viol.  unk "," straight ","dui unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.320","D","F","J","Z",5,4,"UI","H"," n/a ","N","sat",3/27/1999,1800,926612590," dui ","clear","day ","dry","normal","none","sideswipe",2,"pickup","N","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.736","D","F","J","N",3,3,"UI","R",2,"S","sun",3/28/1999,1648,926513843," speeding ","clear","day ","dry","normal","none","rollover",1,"semi w/1 trailer","E","on SR"," haz mat. ",0,0," rollover  right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.736","D","F","J","N",3,3,"UI","R",2,"S","sun",3/28/1999,1648,926513843," speeding ","clear","day ","dry","normal","none","rollover",1,"spilled load","unk","on SR","unk",0,0," n/a  n/a "," guardrail  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," unk  unk "," other ","unk",,,,,,,,,,,,,,,
10,5,"SJ","R019.710","D","F","J","Z",3,3,"UO","H"," n/a ","N","mon",3/29/1999,140,926513711," imp turn ","clear","dark","dry","normal","none","hit obj.",1,"pickup","N","on SR","unk",0,0," call box  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," n/a  n/a "," unk  unk "," other ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.710","D","F","J","Z",4,3,"RO","H"," n/a ","N","tue",3/30/1999,1700,926612590," speeding ","cloudy","day ","dry","normal","none","hit obj.",2,"emerg. veh.","N","on SR","unk",0,0," other obj off rd.  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," inattention  unk "," other ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.710","D","F","J","Z",4,3,"RO","H"," n/a ","N","tue",3/30/1999,1700,926612590," speeding ","cloudy","day ","dry","normal","none","hit obj.",2,"car","N","on SR","unk",0,0," n/a  n/a ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.710","D","F","J","Z",4,3,"RO","H"," n/a ","N","tue",3/30/1999,1700,926612590," speeding ","cloudy","day ","dry","normal","none","hit obj.",2,"other non-veh.","N","on SR","unk",0,0," n/a  n/a ","V2 int. lanes "," n/a  n/a "," n/a  n/a "," unk  unk "," other ","unk",,,,,,,,,,,,,,,
10,5,"SJ","R022.110","D","F","J","Z",3,3,"UO","H"," n/a ","N","sat",4/3/1999,1633,926513749," dui ","clear","day ","dry","normal","none","t-bone",2,"car","N","on SR","unk",0,0,"V2 int. lanes "," dike or curb  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," speed  unk "," straight ","dui unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R022.110","D","F","J","Z",3,3,"UO","H"," n/a ","N","sat",4/3/1999,1633,926513749," dui ","clear","day ","dry","normal","none","t-bone",2,"car","N","on SR","unk",0,0,"V1 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.060","D","F","J","Z",5,4,"UI","H"," n/a ","S","mon",4/5/1999,1435,926613905," imp turn ","cloudy","day ","wet","normal","none","hit obj.",1,"car","S","on SR","unk",0,0," over embankment  beyond shoulder driver's right "," fence  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," speed  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.020","D","F","J","Z",5,4,"UI","H"," n/a ","S","tue",4/6/1999,513,926612195," other viol. ","cloudy","dark","wet","normal","none","rearend",3,"semi","S","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," speed  unk "," lane change "," imp. unk  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.020","D","F","J","Z",5,4,"UI","H"," n/a ","S","tue",4/6/1999,513,926612195," other viol. ","cloudy","dark","wet","normal","none","rearend",3,"car","S","on SR","unk",0,0,"V1 right lane ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.020","D","F","J","Z",5,4,"UI","H"," n/a ","S","tue",4/6/1999,513,926612195," other viol. ","cloudy","dark","wet","normal","none","rearend",3,"pickup","S","on SR","unk",0,0," n/a  n/a ","V2 int. lanes "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.630","D","F","J","N",3,3,"UI","H"," n/a ","S","thu",4/15/1999,2050,926514282," speeding ","cloudy","dark","dry","normal","cont. works","rearend",2,"car","S","on SR","unk",0,0,"V2 right lane "," median barrier  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," none  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.630","D","F","J","N",3,3,"UI","H"," n/a ","S","thu",4/15/1999,2050,926514282," speeding ","cloudy","dark","dry","normal","cont. works","rearend",2,"pickup","S","on SR","unk",0,0,"V1 right lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.620","D","F","J","N",3,3,"UI","H"," n/a ","N","thu",4/15/1999,2051,926514282," speeding ","cloudy","dark","dry","normal","cont. works","head-on",2,"car","N","on SR","unk",0,0,"V2 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," previous collision  unk "," stopped ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.620","D","F","J","N",3,3,"UI","H"," n/a ","N","thu",4/15/1999,2051,926514282," speeding ","cloudy","dark","dry","normal","cont. works","head-on",2,"pickup","S","on SR","unk",0,0,"V1 left lane "," n/a  n/a "," n/a  n/a "," n/a  n/a "," previous collision  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R012.790","D","F","J","Z",4,3,"RO","H"," n/a ","S","sat",4/17/1999,1200,926610027," imp turn ","clear","day ","dry","normal","none","other",1,"car","S","on SR","unk",0,3," no obj. involved  beyond shoulder drivers left "," rollover  int. lanes "," n/a  n/a "," n/a  n/a "," uninvolved veh.  unk "," ran off road "," legal drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.290","D","F","J","Z",5,4,"UI","H"," n/a ","N","sat",4/17/1999,1750,926613217," imp turn ","clear","day ","dry","normal","none","hit obj.",1,"car","E","on SR","unk",0,1," dike or curb  beyond shoulder drivers left "," rollover  right lane "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R015.220","D","F","J","N",3,3,"UI","H"," n/a ","N","sun",4/18/1999,750,926508635," imp turn ","clear","day ","dry","normal","none","hit obj.",1,"pickup","N","on SR","unk",0,0," dike or curb  beyond shoulder driver's right "," over embankment  beyond shoulder driver's right "," n/a  n/a "," n/a  n/a "," none  unk "," ran off road "," legal drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R013.400","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",4/19/1999,555,926612476," tailgating ","clear","dusk/dawn","dry","normal","none","rearend",4,"car","S","on SR","unk",0,1," n/a  n/a ","V2 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," stopped ","no drinking  unk ",1,,1,,,,,,,,,,,,
10,5,"SJ","R013.400","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",4/19/1999,555,926612476," tailgating ","clear","dusk/dawn","dry","normal","none","rearend",4,"car","S","on SR","unk",0,0,"V3 int. lanes ","V1 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," slowing, stopping ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.400","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",4/19/1999,555,926612476," tailgating ","clear","dusk/dawn","dry","normal","none","rearend",4,"pickup","S","on SR","unk",0,1,"V2 int. lanes ","V4 int. lanes "," n/a  n/a "," n/a  n/a "," stop & go traffic  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.400","D","F","J","Z",5,5,"UI","H"," n/a ","S","mon",4/19/1999,555,926612476," tailgating ","clear","dusk/dawn","dry","normal","none","rearend",4,"car","S","on SR","unk",0,0," n/a  n/a ","V3 int. lanes "," n/a  n/a "," n/a  n/a "," tailgating  unk "," straight ","no drinking  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R014.580","D","F","Q","G",3,4,"UI","H"," n/a ","N","fri",4/23/1999,1330,926514282," imp turn ","cloudy","day ","dry","normal","cont. works","sideswipe",2,"car","E","on SR","unk",0,0,"V2 int. lanes "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk "," straight ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R014.580","D","F","Q","G",3,4,"UI","H"," n/a ","N","fri",4/23/1999,1330,926514282," imp turn ","cloudy","day ","dry","normal","cont. works","sideswipe",2,"pickup","N","on SR","unk",0,0,"V1 other "," n/a  n/a "," n/a  n/a "," n/a  n/a "," on/off ramp  unk "," other "," imp. unk  unk ",,,,,,,,,,,,,,,
10,5,"SJ","R013.080","D","F","Q","G",5,3,"UI","H"," n/a ","S","sun",4/25/1999,2125,926613217," imp turn ","clear","dark","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,0," side of bridge  beyond shoulder drivers left "," n/a  n/a "," n/a  n/a "," n/a  n/a "," uninvolved veh.  unk "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R012.710","D","F","J","Z",4,3,"RO","H"," n/a ","S","sun",4/25/1999,2130,926613539," speeding ","clear","dark w/lights","dry","normal","none","hit obj.",1,"car","S","on SR","unk",0,0," guardrail  beyond median "," n/a  n/a "," n/a  n/a "," n/a  n/a "," imp. turn  unk "," lane change ","no drinking  unk ",1,1,,,,,,,,,,,,,
10,5,"SJ","R017.940","D","F","K","Z",3,3,"UI","H"," n/a ","S","mon",5/3/1999,715,926510374," other viol. ","cloudy","day ","dry","normal","none","other",2,"semi w/2 trailers","S","on SR","unk",0,0," n/a  n/a "," n/a  n/a "," n/a  n/a "," n/a  n/a "," none  unk "," straight "," imp. unk  unk ",1,1,,,,,,,,,,,,,
